partnerId,locationId,listingId,link id,override,PL Status
550,8865342,161770869,8865342-161770869,Match,Sync
550,8865488,161770869,8865488-161770869,Match,Sync
638,8865509,161770871,8865509-161770871,Match,Sync
768,8865358,161770872,8865358-161770872,Match,Sync
502,8865320,161770874,8865320-161770874,Match,Sync
502,8865320,161770875,8865320-161770875,Match,Sync
665,8865348,161770876,8865348-161770876,Match,Sync
524,8865447,161770877,8865447-161770877,Match,Sync
563,8865495,161770879,8865495-161770879,Match,Sync
563,8865495,161770880,8865495-161770880,Match,Sync
544,8865329,161770881,8865329-161770881,Match,Sync
544,8865329,161770882,8865329-161770882,Match,Sync
392,8865341,161770883,8865341-161770883,Match,Sync
544,8865329,161770884,8865329-161770884,Match,Sync
544,8865343,161770886,8865343-161770886,Match,Sync
544,8865342,161770886,8865342-161770886,Match,Sync
544,8865343,161770887,8865343-161770887,Match,Sync
544,8865342,161770887,8865342-161770887,Match,Sync
690,8865332,161770888,8865332-161770888,Match,Sync
544,8865335,161770890,8865335-161770890,Match,Sync
544,8865335,161770891,8865335-161770891,Match,Sync
665,8865347,161770892,8865347-161770892,Match,Sync
523,8865510,161770893,8865510-161770893,Match,Sync
579,8865340,161770895,8865340-161770895,Match,Sync
644,8865347,161770896,8865347-161770896,Match,Sync
532,8865329,161770897,8865329-161770897,Match,Sync
562,8865341,161770898,8865341-161770898,Match,Sync
562,8865341,161770899,8865341-161770899,Match,Sync
562,8865340,161770900,8865340-161770900,Match,Sync
532,8865330,161770901,8865330-161770901,Match,Sync
523,8865496,161770902,8865496-161770902,Match,Sync
469,8865474,161770903,8865474-161770903,Match,Sync
767,8865345,161770904,8865345-161770904,Match,Sync
550,8865511,161770905,8865511-161770905,Match,Sync
550,8865503,161770906,8865503-161770906,Match,Sync
638,8865508,161770907,8865508-161770907,Match,Sync
638,8865508,161770908,8865508-161770908,Match,Sync
661,8865367,161770909,8865367-161770909,Match,Sync
562,8865339,161770911,8865339-161770911,Match,Sync
562,8865339,161770912,8865339-161770912,Match,Sync
544,8865340,161770913,8865340-161770913,Match,Sync
544,8865322,161770914,8865322-161770914,Match,Sync
732,8865332,161770915,8865332-161770915,Match,Sync
690,8865330,161770916,8865330-161770916,Match,Sync
562,8865338,161770917,8865338-161770917,Match,Sync
562,8865338,161770918,8865338-161770918,Match,Sync
732,8865331,161770919,8865331-161770919,Match,Sync
563,8865494,161770920,8865494-161770920,Match,Sync
439,8865498,161770921,8865498-161770921,Match,Sync
761,8865341,161770924,8865341-161770924,Match,Sync
544,8865339,161770925,8865339-161770925,Match,Sync
761,8865341,161770926,8865341-161770926,Match,Sync
523,8865509,161770927,8865509-161770927,Match,Sync
439,8865499,161770928,8865499-161770928,Match,Sync
550,8865502,161770929,8865502-161770929,Match,Sync
665,8865345,161770930,8865345-161770930,Match,Sync
505,8865487,161770931,8865487-161770931,Match,Sync
562,8865337,161770932,8865337-161770932,Match,Sync
562,8865337,161770933,8865337-161770933,Match,Sync
768,8865357,161770934,8865357-161770934,Match,Sync
656,8865367,161770935,8865367-161770935,Match,Sync
732,8865330,161770936,8865330-161770936,Match,Sync
697,8865464,161770937,8865464-161770937,Match,Sync
638,8865506,161770938,8865506-161770938,Match,Sync
439,8865497,161770942,8865497-161770942,Match,Sync
562,8865336,161770943,8865336-161770943,Match,Sync
562,8865336,161770944,8865336-161770944,Match,Sync
550,8865501,161770945,8865501-161770945,Match,Sync
562,8865351,161770946,8865351-161770946,Match,Sync
550,8865500,161770947,8865500-161770947,Match,Sync
767,8865344,161770948,8865344-161770948,Match,Sync
550,8865510,161770952,8865510-161770952,Match,Sync
550,8865509,161770953,8865509-161770953,Match,Sync
767,8865359,161770954,8865359-161770954,Match,Sync
732,8865329,161770955,8865329-161770955,Match,Sync
638,8865505,161770957,8865505-161770957,Match,Sync
638,8865505,161770958,8865505-161770958,Match,Sync
550,8865499,161770960,8865499-161770960,Match,Sync
550,8865508,161770961,8865508-161770961,Match,Sync
563,8865493,161770962,8865493-161770962,Match,Sync
661,8865366,161770963,8865366-161770963,Match,Sync
544,8865338,161770964,8865338-161770964,Match,Sync
544,8865338,161770965,8865338-161770965,Match,Sync
732,8865343,161770966,8865343-161770966,Match,Sync
732,8865342,161770966,8865342-161770966,Match,Sync
523,8865724,161770968,8865724-161770968,Match,Sync
523,8865498,161770968,8865498-161770968,Match,Sync
580,8865315,161770970,8865315-161770970,Match,Sync
523,8865498,161770971,8865498-161770971,Match,Sync
523,9049542,161770971,9049542-161770971,Match,Sync
523,8865724,161770971,8865724-161770971,Match,Sync
638,8865504,161770973,8865504-161770973,Match,Sync
638,8865504,161770974,8865504-161770974,Match,Sync
768,8865355,161770975,8865355-161770975,Match,Sync
469,8865473,161770976,8865473-161770976,Match,Sync
523,8865506,161770978,8865506-161770978,Match,Sync
638,8865519,161770980,8865519-161770980,Match,Sync
462,8865693,161770981,8865693-161770981,Match,Sync
462,8865692,161770981,8865692-161770981,Match,Sync
733,8865333,161770983,8865333-161770983,Match,Sync
462,8865691,161770985,8865691-161770985,Match,Sync
469,8865472,161770987,8865472-161770987,Match,Sync
550,8865498,161770988,8865498-161770988,Match,Sync
550,8865724,161770989,8865724-161770989,Match,Sync
550,8865497,161770991,8865497-161770991,Match,Sync
483,8865523,161770993,8865523-161770993,Match,Sync
550,8865496,161770996,8865496-161770996,Match,Sync
523,8865508,161770998,8865508-161770998,Match,Sync
523,8865507,161770999,8865507-161770999,Match,Sync
502,8865332,161771000,8865332-161771000,Match,Sync
502,8865332,161771001,8865332-161771001,Match,Sync
462,8865702,161771002,8865702-161771002,Match,Sync
462,8865703,161771003,8865703-161771003,Match,Sync
524,8865445,161771004,8865445-161771004,Match,Sync
462,8865701,161771005,8865701-161771005,Match,Sync
523,8865505,161771007,8865505-161771007,Match,Sync
563,8865492,161771008,8865492-161771008,Match,Sync
638,8865518,161771009,8865518-161771009,Match,Sync
638,8865518,161771010,8865518-161771010,Match,Sync
439,8865496,161771011,8865496-161771011,Match,Sync
439,8865511,161771012,8865511-161771012,Match,Sync
690,8865341,161771013,8865341-161771013,Match,Sync
690,8865341,161771014,8865341-161771014,Match,Sync
469,8865487,161771015,8865487-161771015,Match,Sync
469,8865487,161771016,8865487-161771016,Match,Sync
462,8865698,161771017,8865698-161771017,Match,Sync
462,8865699,161771018,8865699-161771018,Match,Sync
733,8865328,161771020,8865328-161771020,Match,Sync
462,8865700,161771022,8865700-161771022,Match,Sync
523,8865519,161771023,8865519-161771023,Match,Sync
523,8865504,161771024,8865504-161771024,Match,Sync
392,8865340,161771025,8865340-161771025,Match,Sync
524,8865444,161771027,8865444-161771027,Match,Sync
563,8865491,161771029,8865491-161771029,Match,Sync
732,8865341,161771031,8865341-161771031,Match,Sync
732,8865341,161771032,8865341-161771032,Match,Sync
580,8865327,161771033,8865327-161771033,Match,Sync
469,8865486,161771035,8865486-161771035,Match,Sync
523,8865518,161771036,8865518-161771036,Match,Sync
732,8865340,161771037,8865340-161771037,Match,Sync
395,8865337,161771038,8865337-161771038,Match,Sync
512,8865476,161771039,8865476-161771039,Match,Sync
545,8865443,161771040,8865443-161771040,Match,Sync
523,8865517,161771041,8865517-161771041,Match,Sync
656,8865366,161771042,8865366-161771042,Match,Sync
462,8865709,161771043,8865709-161771043,Match,Sync
462,8865696,161771044,8865696-161771044,Match,Sync
462,8865697,161771044,8865697-161771044,Match,Sync
733,8865341,161771048,8865341-161771048,Match,Sync
462,8865708,161771050,8865708-161771050,Match,Sync
462,8865706,161771052,8865706-161771052,Match,Sync
532,8865328,161771053,8865328-161771053,Match,Sync
665,8865344,161771055,8865344-161771055,Match,Sync
483,8865296,161771057,8865296-161771057,Match,Sync
483,8865521,161771057,8865521-161771057,Match,Sync
523,8865516,161771058,8865516-161771058,Match,Sync
553,8865571,161771059,8865571-161771059,Match,Sync
544,8865337,161771066,8865337-161771066,Match,Sync
544,8865337,161771067,8865337-161771067,Match,Sync
553,8865568,161771068,8865568-161771068,Match,Sync
697,8865478,161771072,8865478-161771072,Match,Sync
462,8865704,161771077,8865704-161771077,Match,Sync
767,8865358,161771078,8865358-161771078,Match,Sync
638,8865517,161771079,8865517-161771079,Match,Sync
462,8865705,161771081,8865705-161771081,Match,Sync
732,8865354,161771082,8865354-161771082,Match,Sync
732,8865351,161771082,8865351-161771082,Match,Sync
732,8865354,161771083,8865354-161771083,Match,Sync
732,8865351,161771083,8865351-161771083,Match,Sync
732,8865351,161771084,8865351-161771084,Match,Sync
732,8865354,161771084,8865354-161771084,Match,Sync
732,8865336,161771085,8865336-161771085,Match,Sync
553,8865583,161771087,8865583-161771087,Match,Sync
665,8865359,161771089,8865359-161771089,Match,Sync
523,8865514,161771094,8865514-161771094,Match,Sync
462,8865717,161771095,8865717-161771095,Match,Sync
544,8865336,161771097,8865336-161771097,Match,Sync
544,8865336,161771099,8865336-161771099,Match,Sync
523,8865515,161771100,8865515-161771100,Match,Sync
544,8865341,161771101,8865341-161771101,Match,Sync
544,8865341,161771102,8865341-161771102,Match,Sync
523,8865513,161771103,8865513-161771103,Match,Sync
462,8865715,161771105,8865715-161771105,Match,Sync
732,8865349,161771108,8865349-161771108,Match,Sync
732,8865349,161771110,8865349-161771110,Match,Sync
483,8865534,161771111,8865534-161771111,Match,Sync
483,8865530,161771111,8865530-161771111,Match,Sync
462,8865714,161771112,8865714-161771112,Match,Sync
462,8865714,161771113,8865714-161771113,Match,Sync
439,8865508,161771115,8865508-161771115,Match,Sync
462,8865713,161771116,8865713-161771116,Match,Sync
661,8865364,161771117,8865364-161771117,Match,Sync
462,8865727,161771118,8865727-161771118,Match,Sync
439,8865506,161771119,8865506-161771119,Match,Sync
583,8865351,161771120,8865351-161771120,Match,Sync
462,8865720,161771121,8865720-161771121,Match,Sync
462,8865725,161771121,8865725-161771121,Match,Sync
439,8865505,161771122,8865505-161771122,Match,Sync
395,8865344,161771124,8865344-161771124,Match,Sync
768,8865354,161771125,8865354-161771125,Match,Sync
767,8865355,161771126,8865355-161771126,Match,Sync
767,8865356,161771126,8865356-161771126,Match,Sync
767,8865357,161771126,8865357-161771126,Match,Sync
767,8865357,161771127,8865357-161771127,Match,Sync
767,8865356,161771127,8865356-161771127,Match,Sync
732,8865348,161771128,8865348-161771128,Match,Sync
656,8865364,161771129,8865364-161771129,Match,Sync
502,8865330,161771130,8865330-161771130,Match,Sync
661,8865362,161771132,8865362-161771132,Match,Sync
661,8865361,161771133,8865361-161771133,Match,Sync
420,8865388,161771134,8865388-161771134,Match,Sync
644,8865358,161771135,8865358-161771135,Match,Sync
732,8865347,161771138,8865347-161771138,Match,Sync
720,8865349,161771139,8865349-161771139,Match,Sync
656,8865362,161771140,8865362-161771140,Match,Sync
502,8865329,161771141,8865329-161771141,Match,Sync
502,8865329,161771142,8865329-161771142,Match,Sync
483,8865532,161771143,8865532-161771143,Match,Sync
502,8865329,161771144,8865329-161771144,Match,Sync
562,8865350,161771147,8865350-161771147,Match,Sync
433,8865482,161771148,8865482-161771148,Match,Sync
439,8865504,161771149,8865504-161771149,Match,Sync
768,8865352,161771150,8865352-161771150,Match,Sync
661,8865360,161771151,8865360-161771151,Match,Sync
768,8865367,161771152,8865367-161771152,Match,Sync
583,8865349,161771153,8865349-161771153,Match,Sync
644,8865357,161771154,8865357-161771154,Match,Sync
563,8865490,161771155,8865490-161771155,Match,Sync
665,8865358,161771156,8865358-161771156,Match,Sync
656,8865361,161771157,8865361-161771157,Match,Sync
732,8865345,161771158,8865345-161771158,Match,Sync
579,8865351,161771159,8865351-161771159,Match,Sync
732,8865346,161771160,8865346-161771160,Match,Sync
732,8865346,161771161,8865346-161771161,Match,Sync
656,8865360,161771162,8865360-161771162,Match,Sync
583,8865348,161771163,8865348-161771163,Match,Sync
768,8865366,161771165,8865366-161771165,Match,Sync
562,8865349,161771166,8865349-161771166,Match,Sync
532,8865341,161771167,8865341-161771167,Match,Sync
580,8865320,161771168,8865320-161771168,Match,Sync
692,8865341,161771169,8865341-161771169,Match,Sync
692,8865341,161771170,8865341-161771170,Match,Sync
665,8865357,161771172,8865357-161771172,Match,Sync
523,8865512,161771173,8865512-161771173,Match,Sync
532,8865340,161771174,8865340-161771174,Match,Sync
532,8865726,161771174,8865726-161771174,Match,Sync
532,8865340,161771175,8865340-161771175,Match,Sync
532,8865726,161771175,8865726-161771175,Match,Sync
767,8865354,161771176,8865354-161771176,Match,Sync
420,8865385,161771178,8865385-161771178,Match,Sync
733,8865349,161771179,8865349-161771179,Match,Sync
767,8865353,161771181,8865353-161771181,Match,Sync
767,8865353,161771182,8865353-161771182,Match,Sync
768,8865364,161771184,8865364-161771184,Match,Sync
661,8865373,161771185,8865373-161771185,Match,Sync
690,8865340,161771186,8865340-161771186,Match,Sync
462,8865732,161771187,8865732-161771187,Match,Sync
761,8865349,161771188,8865349-161771188,Match,Sync
761,8865349,161771189,8865349-161771189,Match,Sync
462,8865733,161771190,8865733-161771190,Match,Sync
692,8865340,161771192,8865340-161771192,Match,Sync
692,8865340,161771193,8865340-161771193,Match,Sync
733,8865348,161771194,8865348-161771194,Match,Sync
644,8865355,161771195,8865355-161771195,Match,Sync
562,8865348,161771196,8865348-161771196,Match,Sync
562,8865348,161771197,8865348-161771197,Match,Sync
502,8865343,161771198,8865343-161771198,Match,Sync
502,8865342,161771198,8865342-161771198,Match,Sync
583,8865346,161771199,8865346-161771199,Match,Sync
562,8865347,161771200,8865347-161771200,Match,Sync
502,8865343,161771201,8865343-161771201,Match,Sync
502,8865342,161771201,8865342-161771201,Match,Sync
562,8865347,161771202,8865347-161771202,Match,Sync
665,8865356,161771203,8865356-161771203,Match,Sync
392,8865349,161771204,8865349-161771204,Match,Sync
392,8865348,161771205,8865348-161771205,Match,Sync
638,8865516,161771206,8865516-161771206,Match,Sync
767,8865352,161771208,8865352-161771208,Match,Sync
579,8865348,161771209,8865348-161771209,Match,Sync
505,8865484,161771212,8865484-161771212,Match,Sync
505,8865485,161771212,8865485-161771212,Match,Sync
505,8865486,161771212,8865486-161771212,Match,Sync
505,8865722,161771212,8865722-161771212,Match,Sync
505,8865723,161771212,8865723-161771212,Match,Sync
579,8865349,161771213,8865349-161771213,Match,Sync
656,8865372,161771214,8865372-161771214,Match,Sync
661,8865372,161771215,8865372-161771215,Match,Sync
656,8865373,161771216,8865373-161771216,Match,Sync
661,8865372,161771217,8865372-161771217,Match,Sync
761,8865348,161771218,8865348-161771218,Match,Sync
439,8865518,161771219,8865518-161771219,Match,Sync
768,8865363,161771220,8865363-161771220,Match,Sync
550,8865506,161771221,8865506-161771221,Match,Sync
392,8865347,161771223,8865347-161771223,Match,Sync
583,8865345,161771226,8865345-161771226,Match,Sync
550,8865505,161771227,8865505-161771227,Match,Sync
767,8865367,161771229,8865367-161771229,Match,Sync
665,8865355,161771230,8865355-161771230,Match,Sync
767,8865366,161771231,8865366-161771231,Match,Sync
661,8865371,161771232,8865371-161771232,Match,Sync
462,8865731,161771233,8865731-161771233,Match,Sync
732,8865359,161771234,8865359-161771234,Match,Sync
644,8865352,161771235,8865352-161771235,Match,Sync
502,8865341,161771236,8865341-161771236,Match,Sync
502,8865341,161771237,8865341-161771237,Match,Sync
656,8865371,161771240,8865371-161771240,Match,Sync
638,8865515,161771241,8865515-161771241,Match,Sync
665,8865354,161771242,8865354-161771242,Match,Sync
733,8865347,161771243,8865347-161771243,Match,Sync
553,8865576,161771244,8865576-161771244,Match,Sync
462,8865543,161771245,8865543-161771245,Match,Sync
768,8865361,161771246,8865361-161771246,Match,Sync
578,8865349,161771247,8865349-161771247,Match,Sync
562,8865346,161771248,8865346-161771248,Match,Sync
462,8865542,161771249,8865542-161771249,Match,Sync
462,9049985,161771251,9049985-161771251,Match,Sync
732,8865358,161771253,8865358-161771253,Match,Sync
732,8865356,161771256,8865356-161771256,Match,Sync
732,8865357,161771256,8865357-161771256,Match,Sync
462,8865541,161771257,8865541-161771257,Match,Sync
732,8865357,161771258,8865357-161771258,Match,Sync
732,8865356,161771258,8865356-161771258,Match,Sync
462,8865540,161771259,8865540-161771259,Match,Sync
579,8865347,161771260,8865347-161771260,Match,Sync
644,8865367,161771261,8865367-161771261,Match,Sync
553,8865587,161771262,8865587-161771262,Match,Sync
656,8865369,161771263,8865369-161771263,Match,Sync
656,8865368,161771264,8865368-161771264,Match,Sync
392,8865346,161771265,8865346-161771265,Match,Sync
644,8865366,161771266,8865366-161771266,Match,Sync
768,8865375,161771267,8865375-161771267,Match,Sync
665,8865352,161771268,8865352-161771268,Match,Sync
502,8865340,161771269,8865340-161771269,Match,Sync
578,8865348,161771270,8865348-161771270,Match,Sync
578,8865348,161771271,8865348-161771271,Match,Sync
395,8865364,161771272,8865364-161771272,Match,Sync
661,8865369,161771273,8865369-161771273,Match,Sync
583,8865359,161771274,8865359-161771274,Match,Sync
392,8865345,161771275,8865345-161771275,Match,Sync
579,8865346,161771276,8865346-161771276,Match,Sync
562,8865344,161771277,8865344-161771277,Match,Sync
768,8865374,161771278,8865374-161771278,Match,Sync
733,8865359,161771279,8865359-161771279,Match,Sync
562,8865345,161771280,8865345-161771280,Match,Sync
767,8865362,161771281,8865362-161771281,Match,Sync
532,8865350,161771282,8865350-161771282,Match,Sync
532,8865348,161771282,8865348-161771282,Match,Sync
665,8865367,161771284,8865367-161771284,Match,Sync
665,8865366,161771286,8865366-161771286,Match,Sync
579,8865345,161771287,8865345-161771287,Match,Sync
462,8865539,161771288,8865539-161771288,Match,Sync
420,8865396,161771289,8865396-161771289,Match,Sync
661,8865368,161771290,8865368-161771290,Match,Sync
553,8865585,161771291,8865585-161771291,Match,Sync
462,8865538,161771292,8865538-161771292,Match,Sync
656,8865383,161771293,8865383-161771293,Match,Sync
583,8865357,161771294,8865357-161771294,Match,Sync
583,8865355,161771294,8865355-161771294,Match,Sync
583,8865356,161771294,8865356-161771294,Match,Sync
583,8865358,161771295,8865358-161771295,Match,Sync
578,8865345,161771296,8865345-161771296,Match,Sync
583,8865358,161771297,8865358-161771297,Match,Sync
483,8865529,161771298,8865529-161771298,Match,Sync
392,8865359,161771299,8865359-161771299,Match,Sync
697,8865476,161771301,8865476-161771301,Match,Sync
462,8865537,161771302,8865537-161771302,Match,Sync
767,8865363,161771306,8865363-161771306,Match,Sync
523,8865526,161771307,8865526-161771307,Match,Sync
638,8865514,161771308,8865514-161771308,Match,Sync
395,8865363,161771310,8865363-161771310,Match,Sync
692,8865719,161771313,8865719-161771313,Match,Sync
553,8865586,161771314,8865586-161771314,Match,Sync
392,8865358,161771315,8865358-161771315,Match,Sync
562,8865359,161771316,8865359-161771316,Match,Sync
665,8865365,161771317,8865365-161771317,Match,Sync
462,8865536,161771318,8865536-161771318,Match,Sync
656,8865382,161771320,8865382-161771320,Match,Sync
578,8865346,161771321,8865346-161771321,Match,Sync
690,8865351,161771322,8865351-161771322,Match,Sync
690,8865351,161771323,8865351-161771323,Match,Sync
665,8865364,161771324,8865364-161771324,Match,Sync
656,8865381,161771325,8865381-161771325,Match,Sync
578,8865347,161771326,8865347-161771326,Match,Sync
767,8865361,161771327,8865361-161771327,Match,Sync
661,8865383,161771328,8865383-161771328,Match,Sync
768,8865372,161771329,8865372-161771329,Match,Sync
768,8865373,161771330,8865373-161771330,Match,Sync
767,8865360,161771331,8865360-161771331,Match,Sync
661,8865382,161771332,8865382-161771332,Match,Sync
562,8865358,161771333,8865358-161771333,Match,Sync
553,8865599,161771334,8865599-161771334,Match,Sync
578,8865359,161771335,8865359-161771335,Match,Sync
733,8865358,161771341,8865358-161771341,Match,Sync
579,8865358,161771343,8865358-161771343,Match,Sync
761,8865358,161771344,8865358-161771344,Match,Sync
644,8865362,161771345,8865362-161771345,Match,Sync
761,8865358,161771346,8865358-161771346,Match,Sync
665,8865363,161771347,8865363-161771347,Match,Sync
462,8865551,161771348,8865551-161771348,Match,Sync
656,8865380,161771351,8865380-161771351,Match,Sync
392,8865356,161771352,8865356-161771352,Match,Sync
392,8865357,161771352,8865357-161771352,Match,Sync
732,8865355,161771353,8865355-161771353,Match,Sync
665,8865362,161771354,8865362-161771354,Match,Sync
733,8865357,161771355,8865357-161771355,Match,Sync
553,8865595,161771356,8865595-161771356,Match,Sync
562,8865356,161771358,8865356-161771358,Match,Sync
562,8865357,161771358,8865357-161771358,Match,Sync
562,8865357,161771359,8865357-161771359,Match,Sync
562,8865356,161771359,8865356-161771359,Match,Sync
402,8865482,161771360,8865482-161771360,Match,Sync
768,8865371,161771361,8865371-161771361,Match,Sync
462,8865549,161771362,8865549-161771362,Match,Sync
661,8865381,161771364,8865381-161771364,Match,Sync
690,8865349,161771366,8865349-161771366,Match,Sync
661,8865380,161771367,8865380-161771367,Match,Sync
690,8865349,161771368,8865349-161771368,Match,Sync
638,8865513,161771369,8865513-161771369,Match,Sync
767,8865375,161771371,8865375-161771371,Match,Sync
578,8865358,161771372,8865358-161771372,Match,Sync
690,8865348,161771373,8865348-161771373,Match,Sync
583,8865354,161771374,8865354-161771374,Match,Sync
462,8865547,161771375,8865547-161771375,Match,Sync
692,8865348,161771376,8865348-161771376,Match,Sync
692,8865348,161771377,8865348-161771377,Match,Sync
550,8865519,161771379,8865519-161771379,Match,Sync
553,8865596,161771381,8865596-161771381,Match,Sync
553,8865596,161771382,8865596-161771382,Match,Sync
692,8865349,161771384,8865349-161771384,Match,Sync
462,8865548,161771385,8865548-161771385,Match,Sync
692,8865349,161771386,8865349-161771386,Match,Sync
665,8865361,161771387,8865361-161771387,Match,Sync
579,8865355,161771388,8865355-161771388,Match,Sync
579,8865356,161771388,8865356-161771388,Match,Sync
579,8865357,161771388,8865357-161771388,Match,Sync
579,8865356,161771389,8865356-161771389,Match,Sync
579,8865357,161771389,8865357-161771389,Match,Sync
761,8865357,161771390,8865357-161771390,Match,Sync
767,8865374,161771391,8865374-161771391,Match,Sync
768,8865369,161771393,8865369-161771393,Match,Sync
656,8865378,161771394,8865378-161771394,Match,Sync
579,8865356,161771395,8865356-161771395,Match,Sync
661,8865378,161771396,8865378-161771396,Match,Sync
562,8865355,161771397,8865355-161771397,Match,Sync
665,8865360,161771398,8865360-161771398,Match,Sync
392,8865354,161771401,8865354-161771401,Match,Sync
578,8865357,161771402,8865357-161771402,Match,Sync
767,8865373,161771403,8865373-161771403,Match,Sync
553,8865593,161771404,8865593-161771404,Match,Sync
553,8865593,161771405,8865593-161771405,Match,Sync
550,8865518,161771406,8865518-161771406,Match,Sync
505,8865483,161771408,8865483-161771408,Match,Sync
523,8865525,161771409,8865525-161771409,Match,Sync
505,8865483,161771411,8865483-161771411,Match,Sync
462,8865545,161771412,8865545-161771412,Match,Sync
523,8865524,161771413,8865524-161771413,Match,Sync
462,8865544,161771415,8865544-161771415,Match,Sync
656,8865376,161771417,8865376-161771417,Match,Sync
656,8865377,161771418,8865377-161771418,Match,Sync
553,8865605,161771419,8865605-161771419,Match,Sync
767,8865372,161771421,8865372-161771421,Match,Sync
462,8865546,161771422,8865546-161771422,Match,Sync
583,8865353,161771424,8865353-161771424,Match,Sync
583,8865353,161771425,8865353-161771425,Match,Sync
462,8865559,161771426,8865559-161771426,Match,Sync
583,8865352,161771427,8865352-161771427,Match,Sync
579,8865354,161771428,8865354-161771428,Match,Sync
661,8865377,161771429,8865377-161771429,Match,Sync
579,8865355,161771430,8865355-161771430,Match,Sync
502,8865351,161771431,8865351-161771431,Match,Sync
768,8865383,161771432,8865383-161771432,Match,Sync
767,8865371,161771433,8865371-161771433,Match,Sync
469,8865481,161771434,8865481-161771434,Match,Sync
392,8865353,161771435,8865353-161771435,Match,Sync
562,8865354,161771436,8865354-161771436,Match,Sync
392,8865353,161771437,8865353-161771437,Match,Sync
550,8865517,161771438,8865517-161771438,Match,Sync
532,8865345,161771440,8865345-161771440,Match,Sync
439,8865516,161771441,8865516-161771441,Match,Sync
665,8865375,161771443,8865375-161771443,Match,Sync
661,8865376,161771444,8865376-161771444,Match,Sync
665,8865374,161771445,8865374-161771445,Match,Sync
392,8865352,161771446,8865352-161771446,Match,Sync
578,8865354,161771447,8865354-161771447,Match,Sync
644,8865375,161771448,8865375-161771448,Match,Sync
532,8865344,161771449,8865344-161771449,Match,Sync
656,8865391,161771450,8865391-161771450,Match,Sync
562,8865353,161771451,8865353-161771451,Match,Sync
562,8865353,161771452,8865353-161771452,Match,Sync
439,8865513,161771453,8865513-161771453,Match,Sync
733,8865354,161771455,8865354-161771455,Match,Sync
563,8865489,161771456,8865489-161771456,Match,Sync
583,8865366,161771458,8865366-161771458,Match,Sync
516,8865476,161771460,8865476-161771460,Match,Sync
516,8865476,161771461,8865476-161771461,Match,Sync
579,8865352,161771462,8865352-161771462,Match,Sync
768,8865382,161771463,8865382-161771463,Match,Sync
502,8865349,161771464,8865349-161771464,Match,Sync
579,8865353,161771465,8865353-161771465,Match,Sync
661,8865391,161771466,8865391-161771466,Match,Sync
553,8865602,161771467,8865602-161771467,Match,Sync
579,8865353,161771468,8865353-161771468,Match,Sync
732,8865353,161771471,8865353-161771471,Match,Sync
732,8865353,161771472,8865353-161771472,Match,Sync
644,8865373,161771473,8865373-161771473,Match,Sync
512,8865475,161771474,8865475-161771474,Match,Sync
553,8865604,161771476,8865604-161771476,Match,Sync
768,8865381,161771477,8865381-161771477,Match,Sync
656,8865390,161771480,8865390-161771480,Match,Sync
462,8865558,161771482,8865558-161771482,Match,Sync
462,8865558,161771484,8865558-161771484,Match,Sync
665,8865373,161771485,8865373-161771485,Match,Sync
579,8865367,161771486,8865367-161771486,Match,Sync
720,8865366,161771487,8865366-161771487,Match,Sync
532,8865359,161771488,8865359-161771488,Match,Sync
545,8865442,161771489,8865442-161771489,Match,Sync
392,8865367,161771490,8865367-161771490,Match,Sync
502,8865348,161771491,8865348-161771491,Match,Sync
469,8865480,161771492,8865480-161771492,Match,Sync
732,8865367,161771493,8865367-161771493,Match,Sync
505,8865482,161771494,8865482-161771494,Match,Sync
505,8865482,161771495,8865482-161771495,Match,Sync
732,8865352,161771496,8865352-161771496,Match,Sync
732,8865352,161771497,8865352-161771497,Match,Sync
392,8865366,161771498,8865366-161771498,Match,Sync
761,8865353,161771499,8865353-161771499,Match,Sync
550,8865504,161771500,8865504-161771500,Match,Sync
768,8865380,161771501,8865380-161771501,Match,Sync
532,8865358,161771502,8865358-161771502,Match,Sync
579,8865366,161771503,8865366-161771503,Match,Sync
502,8865347,161771504,8865347-161771504,Match,Sync
656,8865389,161771505,8865389-161771505,Match,Sync
692,8865358,161771506,8865358-161771506,Match,Sync
692,8865358,161771507,8865358-161771507,Match,Sync
761,8865352,161771508,8865352-161771508,Match,Sync
483,8865300,161771509,8865300-161771509,Match,Sync
562,8865367,161771510,8865367-161771510,Match,Sync
578,8865353,161771511,8865353-161771511,Match,Sync
462,8865557,161771512,8865557-161771512,Match,Sync
732,8865366,161771513,8865366-161771513,Match,Sync
767,8865369,161771514,8865369-161771514,Match,Sync
638,8865525,161771516,8865525-161771516,Match,Sync
638,8865526,161771516,8865526-161771516,Match,Sync
638,8865527,161771516,8865527-161771516,Match,Sync
638,8865528,161771516,8865528-161771516,Match,Sync
638,9049487,161771516,9049487-161771516,Match,Sync
638,9049488,161771516,9049488-161771516,Match,Sync
638,8865525,161771518,8865525-161771518,Match,Sync
638,8865526,161771518,8865526-161771518,Match,Sync
638,8865527,161771518,8865527-161771518,Match,Sync
638,8865528,161771518,8865528-161771518,Match,Sync
638,9049487,161771518,9049487-161771518,Match,Sync
638,9049488,161771518,9049488-161771518,Match,Sync
638,8865525,161771519,8865525-161771519,Match,Sync
638,8865526,161771519,8865526-161771519,Match,Sync
638,8865527,161771519,8865527-161771519,Match,Sync
638,8865528,161771519,8865528-161771519,Match,Sync
638,9049487,161771519,9049487-161771519,Match,Sync
638,9049488,161771519,9049488-161771519,Match,Sync
